image_name	mos	 	mse	psnr	ssim	sg_essim	ffs	rsei
i01_01_1.bmp	5.9706	 	63.92943657769097	30.07379483937222	0.8639854272778429	0.9973802040593839	0.37913625997951833	0.3801761759179306
i01_01_2.bmp	5.4167	 	129.7986297607422	26.998102530760534	0.7804709816123682	0.9940397993096831	0.41705741925594364	0.3170443428409572
i01_01_3.bmp	4.5556	 	257.9027557373047	24.01624378190574	0.6749125513133865	0.9868842354349358	0.4544913124406883	0.2604615117034001
i01_01_4.bmp	4.3143	 	514.6492462158203	21.015690198476705	0.5474584541506798	0.9735970254422869	0.4896435311130319	0.205955594513676
i01_02_1.bmp	6.1429	 	61.6423831515842	30.23200940270337	0.8717468510555771	0.9994543220507989	0.35067917599955273	0.5081387503803989
i01_02_2.bmp	5.7941	 	123.78750440809462	27.204035533445776	0.7954707139086272	0.9988080312969793	0.3873215969692869	0.4413619478634171
i01_02_3.bmp	5.4444	 	244.50875006781683	24.247859553298564	0.6966031821186615	0.9973800525112256	0.42547704088222016	0.3794155737687424
i01_02_4.bmp	4.9143	 	489.78414577907984	21.23075637882602	0.5757184371479114	0.9939891745099801	0.46610687560715225	0.31752065242883964
i01_03_1.bmp	4.8056	 	64.26011657714844	30.05138851778674	0.8761461191697372	0.9886313615050984	0.4510041439089583	0.37866396541035624
i01_03_2.bmp	4.0286	 	130.14234585232205	26.98661730119553	0.7990267218414492	0.9762395227123984	0.48565503011783134	0.3185791300139465
i01_03_3.bmp	3.5278	 	258.6153683132595	24.004260314475594	0.6971658499999833	0.9559271795870877	0.5164656975148915	0.2599353182256552
i01_03_4.bmp	2.7500	 	513.9034881591797	21.021987953657643	0.5749853369096734	0.9301187611540292	0.5414509199108285	0.20556183780731846
i01_04_1.bmp	6.0286	 	66.23328314887152	29.92004077539304	0.9306437556611779	0.999408258343475	0.3084846530152385	0.39990955237484715
i01_04_2.bmp	5.9714	 	134.39378356933594	26.84701180126092	0.8722337036995363	0.9987351936441554	0.34112436927378004	0.33761689182827836
i01_04_3.bmp	5.7429	 	253.71074761284723	24.087414958137497	0.7893910478555825	0.9974250800616371	0.3736289425059888	0.2843525565269872
i01_04_4.bmp	4.8286	 	521.9542575412327	20.954479164248244	0.6557791041642667	0.9942070862019139	0.4138247671515443	0.22709086901240583
i01_05_1.bmp	5.8571	 	65.06065029568143	29.99761961030366	0.8611811762326037	0.9989994780173879	0.32969837266695495	0.37932055794570796
i01_05_2.bmp	5.6111	 	205.20157538519965	25.008996702250478	0.7119396951532928	0.9962261663390191	0.38817863386795304	0.2796774126135254
i01_05_3.bmp	4.8571	 	647.3809967041016	20.019204139441978	0.5024398466448169	0.9858480780155029	0.4518035469158011	0.18917967693020005
i01_05_4.bmp	3.5429	 	2048.390840318468	15.016675357129916	0.28103356655384215	0.957473363536875	0.5128791468931265	0.11405673851207992
