h_mos	h_names	 	mse	psnr	ssim	sg_essim	ffs	lgv
6.904210162303183	set01/im001_02.png	 	769.139525519477	19.27075230862659	0.7958142323588997	0.982577588650658	0.440438147097165	0.9907604872248766
7.811005409440004	set01/im001_03.png	 	1419.7761442396377	16.608604861928388	0.7047346630655564	0.9673416681729347	0.4847593145614805	0.9850268065641606
7.470475742745692	set01/im001_04.png	 	5907.28139199151	10.416927019995546	0.7402104283106388	0.9736635360571507	0.4996557037367655	0.9779443257545272
6.238347456684553	set01/im001_05.png	 	4807.165421591864	11.311912937739148	0.772593985699254	0.9743126597381181	0.5096528583447646	0.9791354500059928
5.004481756712935	set01/im001_06.png	 	852.2582961188423	18.82509123403358	0.9119672219016448	0.9930620886245638	0.46451256640349053	0.9955330611477002
7.14579815853445	set01/im001_07.png	 	325.9137763977051	22.999776423571973	0.896319246992716	0.9946501166006602	0.40362890987305244	0.9975310712347311
8.166745184034067	set01/im001_08.png	 	1763.8437355889214	15.666202538688987	0.741498394854713	0.9758922846193179	0.4981109556168539	0.9893358535531013
5.873504784024437	set01/im001_09.png	 	97.87083541022406	28.224270654631056	0.97621986543429	0.997819151250582	0.36692290212846174	0.9987348335257499
7.666163981928054	set01/im001_10.png	 	360.1007605658637	22.56656322225842	0.9441515793926744	0.9955956856504136	0.4219025054660927	0.9972023088165809
6.711014409615992	set01/im001_11.png	 	213.28191651238336	24.84126326289626	0.9695304458473594	0.9958371533848959	0.426009773524816	0.9974132174190998
8.157128439595542	set01/im001_12.png	 	541.0249214172363	20.798630902443243	0.944352825183343	0.9916280584810404	0.48678093997478045	0.9951768513493794
6.9030171977129715	set01/im001_13.png	 	1308.1845970153809	16.964113295642484	0.5476881484835406	0.9468533113467895	0.5107232607916529	0.955950016416567
5.104161819045916	set01/im001_14.png	 	270.89135869344074	23.802852094028925	0.8495937666425745	0.995686903290148	0.39221668042318686	0.9964895612751002
8.962182169090315	set01/im001_15.png	 	275.21095742119684	23.73414639688061	0.6028204145366286	0.9935953435545687	0.4149549829119905	0.9944612512886349
7.166328669177339	set01/im001_16.png	 	21.180410808987087	34.8714598156736	0.8917355781069215	0.9998456331603794	0.2621119518691815	0.9998608364988363
8.709658772024259	set01/im001_17.png	 	167.91795433892145	25.87983226055416	0.533562025771232	0.9986580777218063	0.3562133231389738	0.9988783560682065
6.581704363818062	set01/im001_18.png	 	1353.178237915039	16.817253561071333	0.19062061783981318	0.9824749655069044	0.47299335899198836	0.9906917804835996
4.627787474990573	set01/im001_19.png	 	7184.417356703017	9.566888074692057	0.05064183136018952	0.9014900116619983	0.5409915079092225	0.954810863813912
2.3762512404828424	set01/im001_20.png	 	14156.329363505045	6.6212970241749645	0.014636733944171166	0.8247899308859719	0.5832902161212077	0.9150695993963902
0.7460784065131865	set01/im001_21.png	 	37.81509272257487	32.35415191244781	0.8967221961275681	0.9990298734578474	0.3339091580711145	0.9992461402900107
6.594324670907068	set01/im001_22.png	 	107.88007079230414	27.801391380972813	0.7669912610627346	0.9932246913680981	0.4204638831975443	0.9960899762811977
4.205281635340034	set01/im001_23.png	 	122.8703850640191	27.23633141554631	0.8787079176608303	0.99718577117303	0.3772387311975741	0.9982416472474679
5.10498070880341	set01/im001_24.png	 	160.2139303419325	26.08380086275675	0.8288597240069698	0.993921311757732	0.4206738315153003	0.9960890441832196
3.956153357694387	set01/im001_25.png	 	372.0641333262126	22.424625544563636	0.43037283362585654	0.9449540236186177	0.5561063386566552	0.9684627776599842
2.8107890332523717	set01/im001_26.png	 	314.60292032029895	23.153176111976013	0.7027053442969177	0.9458094513467451	0.5568788487817047	0.9686177586350336
2.5240456403967606	set01/im001_27.png	 	59.73520045810275	30.368500354404034	0.9060460674275785	0.9981126826302488	0.36458073780230643	0.9985364935751382
5.83251699984226	set01/im001_28.png	 	1775.6940754784478	15.637122151775264	0.564676301729588	0.9705826756034925	0.5504047254496778	0.9854415031160825
3.140682886174636	set01/im001_29.png	 	830.4503231048584	18.937667024630464	0.7231024122989661	0.9841499949823627	0.442653360377289	0.9907833458544572
7.768415103151078	set01/im001_30.png	 	973.0235301123726	18.249570181592702	0.7336711043221462	0.9736884208452158	0.4707644387876677	0.9895991960531282
6.3313181040228	set01/im001_31.png	 	1452.656749513414	16.509173545554695	0.6951280008537668	0.9815007825196448	0.5227139440820763	0.9917667413510559
4.986609065885822	set01/im001_32.png	 	1356.5181505415176	16.806547517660285	0.46088565020122224	0.9865805738390102	0.5111525499435214	0.9918041245473388
